#module: 38
#modularity: 0.4153838
No	ID	No. module	Zi	Pi	Network roles
1	OTU_99	2	-0.916294742146693	0	Peripheral species
2	OTU_9600	3	0.0412459860770231	0.188365650969529	Peripheral species
3	OTU_954	3	0.247475916462138	0.165289256198347	Peripheral species
4	OTU_953	4	0	0	Peripheral species
5	OTU_9436	2	-0.916294742146693	0	Peripheral species
6	OTU_94	3	2.44726184057003	0.469529085872576	Peripheral species
7	OTU_931	1	-0.962772960173962	0	Peripheral species
8	OTU_93	3	0.31621922659051	0.522675736961451	Peripheral species
9	OTU_9213	5	0	0	Peripheral species
10	OTU_92	1	2.56010082591713	0.421589633710846	Module hubs
11	OTU_919	1	-1.11594138565618	0	Peripheral species
12	OTU_9096	2	-0.916294742146693	0	Peripheral species
13	OTU_9	2	0.366517896858677	0.142011834319526	Peripheral species
14	OTU_898	1	0.875248145612693	0.234404536862004	Peripheral species
15	OTU_888	1	-1.06488524382878	0	Peripheral species
16	OTU_882	6	0	0	Peripheral species
17	OTU_875	2	-0.333198088053343	0	Peripheral species
18	OTU_87	1	0.211518301856401	0.297520661157025	Peripheral species
19	OTU_86	2	0.716375889314687	0.375	Peripheral species
20	OTU_84	2	-0.449817418872013	0.277777777777778	Peripheral species
21	OTU_826	3	-0.302470564564835	0.244897959183674	Peripheral species
22	OTU_82	2	0.249898566040007	0	Peripheral species
23	OTU_806	1	-0.809604534691741	0	Peripheral species
24	OTU_800	1	0.364686727338622	0.21280276816609	Peripheral species
25	OTU_80	2	-0.0999594264160029	0.32	Peripheral species
26	OTU_795	1	0.262574443683808	0.264462809917355	Peripheral species
27	OTU_791	7	0	0	Peripheral species
28	OTU_79	8	0	0	Peripheral species
29	OTU_783	2	-0.0999594264160029	0	Peripheral species
30	OTU_78	9	0	0	Peripheral species
31	OTU_775	2	-0.916294742146693	0	Peripheral species
32	OTU_76	1	-1.11594138565618	0	Peripheral species
33	OTU_7508	1	-1.06488524382878	0	Peripheral species
34	OTU_749	3	-0.989903665848552	0	Peripheral species
35	OTU_744	1	-1.11594138565618	0	Peripheral species
36	OTU_7409	3	-0.92116035572018	0	Peripheral species
37	OTU_7384	2	-0.799675411328023	0	Peripheral species
38	OTU_7323	1	-1.11594138565618	0	Peripheral species
39	OTU_7307	3	-0.50870049494995	0.18	Peripheral species
40	OTU_7300	2	-0.566436749690683	0	Peripheral species
41	OTU_730	10	0	0	Peripheral species
42	OTU_73	11	0	0	Peripheral species
43	OTU_7207	2	-0.216578757234673	0	Peripheral species
44	OTU_719	1	-0.554323825554705	0	Peripheral species
45	OTU_712	1	1.43686570571417	0.193290243151739	Peripheral species
46	OTU_7	3	2.72223508108352	0.529585798816568	Module hubs
47	OTU_698	1	0.00729373454677241	0.1504	Peripheral species
